Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773630236,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1773630237,10,,Aggregated,0.000000,0.000000,33,81,130,130,130,140,150,150,150,150,150,35,0,33,64.11938000237569,30.8841000078246,145.74000000720844,125.0
1773630238,20,,Aggregated,0.000000,0.000000,33,35,37,62,110,130,130,140,150,150,150,101,0,33,48.03042376291763,29.591200000140816,145.74000000720844,125.0
1773630239,20,,Aggregated,11.000000,0.000000,33,35,36,48,74,130,130,140,150,150,150,160,0,33,43.80673312516592,29.575300053693354,145.74000000720844,125.0
1773630240,20,,Aggregated,28.000000,0.000000,33,35,36,40,69,110,130,130,150,150,150,219,0,33,41.992548402381814,29.575300053693354,145.74000000720844,125.0
1773630241,20,,Aggregated,39.333333,0.000000,34,35,37,41,63,83,130,130,150,150,150,277,0,34,41.32251877363751,29.575300053693354,145.74000000720844,125.0
1773630242,20,,Aggregated,45.250000,0.000000,34,36,38,41,62,75,130,130,150,150,150,331,0,34,41.02816495547082,29.575300053693354,145.74000000720844,125.0
1773630243,20,,Aggregated,47.800000,0.000000,34,35,37,40,60,75,130,130,150,150,150,395,0,34,40.60151594914967,29.575300053693354,145.74000000720844,125.0
1773630244,20,,Aggregated,49.333333,0.000000,34,35,37,40,56,73,120,130,150,150,150,455,0,34,39.8187406586258,28.710899990983307,145.74000000720844,125.0
1773630245,20,,Aggregated,50.714286,0.000000,33,35,36,39,54,72,120,130,150,150,150,520,0,33,39.13083788446294,28.710899990983307,145.74000000720844,125.0
1773630246,20,,Aggregated,51.750000,0.000000,33,35,36,37,51,72,110,130,150,150,150,579,0,33,38.471337824127765,28.09549996163696,145.74000000720844,125.0
1773630247,20,,Aggregated,53.000000,0.000000,33,34,36,37,50,68,110,130,150,150,150,641,0,33,37.89250733234226,27.875899977516383,145.74000000720844,125.0
1773630248,20,,Aggregated,53.600000,0.000000,33,34,35,36,47,66,99,130,150,150,150,701,0,33,37.34152439364581,27.875899977516383,145.74000000720844,125.0
1773630249,20,,Aggregated,58.800000,0.000000,33,34,35,36,45,63,89,130,150,150,150,761,0,33,36.89815216835738,27.530500025022775,145.74000000720844,125.0
1773630250,20,,Aggregated,60.000000,0.000000,33,34,35,36,44,62,86,130,150,150,150,818,0,33,36.53351577022455,27.284500014502555,145.74000000720844,125.0
1773630251,20,,Aggregated,59.700000,0.000000,33,34,35,36,44,62,86,130,150,150,150,876,0,33,36.450793493281815,27.284500014502555,145.74000000720844,125.0
1773630252,20,,Aggregated,59.400000,0.000000,33,34,35,36,43,62,86,130,150,150,150,939,0,33,36.29512651789987,27.284500014502555,145.74000000720844,125.0
1773630253,20,,Aggregated,59.300000,0.000000,32,33,35,35,42,60,86,130,150,150,150,995,0,32,36.118806231282555,27.284500014502555,145.74000000720844,125.0
1773630254,20,,Aggregated,59.500000,0.000000,32,33,34,35,41,59,83,120,140,150,150,1052,0,32,35.86470465792853,27.284500014502555,145.74000000720844,125.0
1773630255,20,,Aggregated,59.200000,0.000000,32,33,34,35,41,58,81,120,140,150,150,1111,0,32,35.67102565260354,27.284500014502555,145.74000000720844,125.0
1773630256,20,,Aggregated,59.200000,0.000000,32,33,34,35,41,58,81,120,140,150,150,1173,0,32,35.64182148360268,27.284500014502555,145.74000000720844,125.0
1773630257,20,,Aggregated,58.700000,0.000000,32,33,34,35,41,57,78,110,140,150,150,1231,0,32,35.52777026819669,27.284500014502555,145.74000000720844,125.0
1773630258,20,,Aggregated,59.000000,0.000000,32,33,34,35,40,56,76,110,140,150,150,1289,0,32,35.41362125689707,27.284500014502555,145.74000000720844,125.0
1773630259,20,,Aggregated,58.300000,0.000000,32,33,34,35,40,55,75,110,140,150,150,1348,0,32,35.278036053444794,27.284500014502555,145.74000000720844,125.0
1773630260,20,,Aggregated,58.400000,0.000000,32,33,34,35,40,54,74,110,140,150,150,1410,0,32,35.12348496451716,27.284500014502555,145.74000000720844,125.0
1773630261,20,,Aggregated,58.300000,0.000000,32,33,34,35,39,53,73,110,140,150,150,1468,0,32,34.984022479516085,27.284500014502555,145.74000000720844,125.0
1773630262,20,,Aggregated,58.000000,0.000000,32,33,34,35,40,54,75,110,140,150,150,1530,0,32,35.1687181699531,26.953699998557568,145.74000000720844,125.0
1773630263,20,,Aggregated,59.200000,0.000000,32,33,34,35,40,54,74,110,140,150,150,1587,0,32,35.04800617521148,26.953699998557568,145.74000000720844,125.0
1773630264,20,,Aggregated,58.700000,0.000000,32,33,34,35,39,53,74,110,140,150,150,1645,0,32,34.92395787246491,26.953699998557568,145.74000000720844,125.0
1773630265,20,,Aggregated,59.100000,0.000000,32,33,34,34,39,52,73,100,140,150,150,1704,0,32,34.79347136142874,26.953699998557568,145.74000000720844,125.0
1773630266,20,,Aggregated,59.000000,0.000000,32,33,34,34,39,52,73,100,140,150,150,1767,0,32,34.72100486698227,26.953699998557568,145.74000000720844,125.0
1773630267,20,,Aggregated,59.000000,0.000000,32,33,34,34,39,52,73,100,140,150,150,1826,0,32,34.67703581593068,26.953699998557568,145.74000000720844,125.0
1773630268,20,,Aggregated,58.800000,0.000000,32,33,34,34,39,52,73,100,140,150,150,1893,0,32,34.677325673402585,26.953699998557568,145.74000000720844,125.0
