type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
read,key_5,20.71,200,12,false,1775451765928754700,
read,key_0,21.47,200,10,false,1775451765929270000,
read,key_7,23.03,200,11,false,1775451765928754700,
read,key_9,23.54,200,9,false,1775451765928754700,
read,key_2,25.16,200,10,false,1775451765928754700,
read,key_9,4.35,200,9,false,1775451765950739100,
write,key_6,1234.23,201,10,false,1775451765928754700,
write,key_8,1234.23,201,11,false,1775451765928754700,
write,key_5,1213.53,201,14,false,1775451765949463200,
write,key_5,1234.23,201,13,false,1775451765928754700,
write,key_8,1234.80,201,12,false,1775451765928754700,
write,key_5,1234.29,201,15,false,1775451765929270000,
read,key_7,2.20,200,11,false,1775451767163101900,
write,key_8,1213.92,201,13,false,1775451765951783500,
write,key_1,1213.41,201,12,false,1775451765952297400,
read,key_5,0.58,200,15,true,1775451767165818400,
read,key_6,1.10,200,11,false,1775451767165298600,
write,key_9,1213.96,201,10,false,1775451765953913800,
write,key_4,1212.79,201,12,false,1775451765955091100,
read,key_9,3.69,200,10,false,1775451767167990200,
write,key_8,1211.44,201,14,false,1775451767165818400,
write,key_4,1213.59,201,14,false,1775451767163670800,
write,key_1,1214.16,201,13,false,1775451767163101900,
write,key_7,1210.87,201,12,false,1775451767166394700,
write,key_2,1214.16,201,11,false,1775451767163101900,
write,key_6,1214.16,201,11,false,1775451767163101900,
write,key_4,1213.59,201,13,false,1775451767163670800,
read,key_9,1.04,200,10,false,1775451768377371200,
write,key_1,1210.32,201,14,false,1775451767167990200,
read,key_5,1.04,200,15,true,1775451768377371200,
write,key_6,1211.38,201,12,false,1775451767166394700,
read,key_5,1.63,200,15,true,1775451768377371200,
read,key_4,1.64,200,15,false,1775451768378416400,
read,key_0,3.14,200,10,false,1775451768378999600,
write,key_3,1210.86,201,7,false,1775451767171676300,
read,key_5,2.23,200,16,false,1775451768382644500,
read,key_1,0.51,200,14,false,1775451768384870900,
write,key_2,1213.55,201,12,false,1775451768377371200,
write,key_8,1213.55,201,16,false,1775451768377371200,
write,key_8,1213.55,201,15,false,1775451768377371200,
write,key_4,1213.55,201,15,false,1775451768377371200,
write,key_2,1212.50,201,13,false,1775451768378416400,
write,key_5,1213.35,201,16,false,1775451768378999600,
write,key_2,1212.29,201,14,false,1775451768380055900,
write,key_8,1213.93,201,17,false,1775451768378416400,
write,key_7,1210.21,201,13,false,1775451768382136000,
read,key_7,1.43,200,13,false,1775451769591031800,
read,key_5,1.96,200,17,false,1775451769591031800,
read,key_9,1.60,200,10,false,1775451769592460800,
read,key_8,1.60,200,17,false,1775451769592989300,
read,key_8,2.13,200,17,false,1775451769592460800,
read,key_3,2.13,200,8,true,1775451769592460800,
read,key_6,0.61,200,13,false,1775451769594587300,
write,key_5,1211.10,201,17,false,1775451768385378900,
read,key_3,0.99,200,9,true,1775451769596591900,
read,key_7,3.95,200,13,false,1775451769594587300,
read,key_7,0.51,200,13,false,1775451769598538900,
read,key_1,0.52,200,15,false,1775451769599046900,
read,key_7,1.64,200,13,false,1775451769599565000,
write,key_3,1210.21,201,9,false,1775451769592460800,
write,key_1,1210.21,201,15,false,1775451769592460800,
write,key_6,1211.64,201,13,false,1775451769591031800,
write,key_3,1211.64,201,8,false,1775451769591031800,
read,key_4,1.42,200,15,false,1775451770802782200,
read,key_0,1.42,200,11,false,1775451770802782200,
read,key_7,1.42,200,13,false,1775451770802782200,
write,key_0,1213.56,201,11,false,1775451769591031800,
write,key_2,1210.54,201,15,false,1775451769594058200,
write,key_8,1207.56,201,18,false,1775451769597581900,
read,key_4,1.05,200,15,false,1775451770804199200,
write,key_3,1210.56,201,10,false,1775451769594587300,
read,key_9,1.15,200,10,false,1775451770805254800,
read,key_9,1.69,200,10,true,1775451770804705500,
write,key_6,1212.61,201,14,false,1775451769595194000,
write,key_3,1207.86,201,11,false,1775451769601205100,
write,key_3,1209.98,201,12,false,1775451770805254800,
write,key_5,1208.83,201,20,false,1775451770806400400,
write,key_3,1209.98,201,13,false,1775451770805254800,
write,key_9,1208.83,201,11,false,1775451770806400400,
