type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
read,key_3,20.92,200,1,false,1775451754444100300,
read,key_2,22.11,200,2,false,1775451754443568200,
read,key_8,1.34,404,0,false,1775451754465019600,
read,key_7,22.26,200,1,false,1775451754444100300,
read,key_2,23.33,200,2,false,1775451754443568200,
read,key_7,23.89,200,1,false,1775451754444100300,
read,key_9,2.32,404,0,false,1775451754465680000,
read,key_9,23.89,404,0,false,1775451754444100300,
read,key_8,1.64,404,0,false,1775451754466361500,
read,key_5,1.08,200,3,false,1775451754467996900,
read,key_2,24.97,200,2,false,1775451754444100300,
read,key_2,1.06,200,2,false,1775451754469076800,
read,key_9,2.14,404,0,false,1775451754467996900,
read,key_5,28.27,200,3,false,1775451754443568200,
read,key_9,28.27,404,0,false,1775451754443568200,
read,key_6,1.92,200,2,false,1775451754471840600,
read,key_4,7.40,404,0,false,1775451754466361500,
read,key_4,4.13,404,0,false,1775451754470140100,
read,key_9,8.60,404,0,false,1775451754467996900,
read,key_7,10.67,200,1,false,1775451754467996900,
read,key_0,1.17,200,2,false,1775451754478664700,
read,key_6,10.76,200,2,false,1775451754469076800,
read,key_8,9.32,404,0,false,1775451754471840600,
read,key_9,1.32,404,0,false,1775451754479839600,
read,key_5,7.95,200,3,false,1775451754474272900,
read,key_5,8.45,200,3,false,1775451754473764300,
read,key_9,0.95,404,0,false,1775451754482219900,
read,key_5,0.95,200,3,false,1775451754482219900,
read,key_7,10.44,200,1,false,1775451754473764300,
read,key_9,7.61,404,0,false,1775451754476601600,
read,key_1,1.39,200,4,false,1775451754484207300,
read,key_0,5.76,200,2,false,1775451754479839600,
read,key_0,1.39,200,2,false,1775451754484207300,
read,key_1,5.50,200,4,false,1775451754481161000,
read,key_4,6.03,200,1,false,1775451754481161000,
read,key_8,5.21,404,0,false,1775451754483166400,
read,key_3,5.73,200,1,false,1775451754483166400,
read,key_3,0.52,200,1,false,1775451754488377500,
read,key_2,4.83,200,2,false,1775451754485602000,
read,key_6,2.07,200,2,false,1775451754488900500,
read,key_7,2.61,200,1,false,1775451754488900500,
read,key_0,1.11,200,2,false,1775451754491514600,
read,key_8,7.02,404,0,false,1775451754485602000,
read,key_8,7.75,404,0,false,1775451754485602000,
read,key_4,1.36,200,1,false,1775451754492623700,
read,key_5,8.06,200,3,false,1775451754486664400,
read,key_6,0.74,200,2,false,1775451754493983100,
read,key_3,1.37,200,1,false,1775451754493357400,
read,key_1,2.06,200,4,false,1775451754494724900,
read,key_0,10.12,200,2,false,1775451754487193100,
read,key_0,1.10,200,2,false,1775451754496785700,
read,key_0,8.50,200,2,false,1775451754490431200,
read,key_3,7.96,200,1,false,1775451754490972600,
read,key_5,1.61,200,3,false,1775451754498929500,
read,key_3,5.82,200,1,false,1775451754494724900,
read,key_9,1.61,200,1,false,1775451754498929500,
read,key_6,7.24,200,2,false,1775451754494724900,
read,key_7,1.19,200,2,false,1775451754501960600,
read,key_4,3.17,200,2,false,1775451754500541200,
read,key_9,1.36,200,1,false,1775451754503149100,
read,key_9,1.43,200,1,false,1775451754503713700,
read,key_5,1.31,200,4,false,1775451754504506800,
read,key_4,1.30,200,2,false,1775451754505139600,
read,key_6,1.23,200,2,false,1775451754505817800,
read,key_8,1.27,404,0,false,1775451754506438500,
read,key_6,1.18,200,2,false,1775451754507047200,
read,key_4,0.52,200,2,false,1775451754507709500,
read,key_9,0.96,200,1,false,1775451754508227400,
read,key_7,1.50,200,2,false,1775451754508227400,
read,key_0,0.54,200,2,false,1775451754509186100,
read,key_7,1.42,200,2,false,1775451754509725400,
read,key_0,1.42,200,2,false,1775451754509725400,
read,key_0,1.07,200,2,false,1775451754511144300,
read,key_2,1.07,200,2,false,1775451754511144300,
read,key_8,1.38,404,0,false,1775451754512215500,
read,key_0,1.38,200,2,false,1775451754512215500,
read,key_0,0.85,200,2,false,1775451754513592400,
read,key_7,0.85,200,2,false,1775451754513592400,
read,key_3,0.50,200,1,false,1775451754514440200,
read,key_3,1.21,200,1,false,1775451754514440200,
read,key_5,0.70,200,4,false,1775451754514944700,
