type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
read,key_0,22.05,200,167,false,1775451954731969900,
read,key_5,1.25,200,156,false,1775451954754018700,
read,key_4,23.29,200,169,true,1775451954731969900,
read,key_9,23.28,200,146,false,1775451954732496400,
read,key_3,25.42,200,161,false,1775451954731969900,
read,key_5,1.62,200,156,false,1775451954755774700,
read,key_2,1.31,200,187,false,1775451954757393200,
read,key_7,26.71,200,152,false,1775451954732496400,
read,key_2,27.24,200,187,false,1775451954731969900,
read,key_4,0.56,200,171,true,1775451954759212700,
read,key_5,1.07,200,156,false,1775451954758703800,
read,key_5,0.56,200,156,false,1775451954759212700,
read,key_8,27.80,200,175,false,1775451954731969900,
read,key_0,5.71,200,167,false,1775451954755265900,
read,key_5,1.11,200,156,false,1775451954760977000,
read,key_1,4.70,200,158,false,1775451954757393200,
read,key_7,1.39,200,152,false,1775451954762089000,
read,key_0,4.21,200,167,false,1775451954759771500,
read,key_6,1.49,200,152,false,1775451954763983700,
read,key_8,0.51,200,175,false,1775451954765475000,
write,key_0,1232.27,201,167,false,1775451954731969900,
write,key_4,1231.75,201,169,false,1775451954732496400,
write,key_4,1208.98,201,170,false,1775451954755265900,
read,key_6,1.44,200,153,false,1775451955964356600,
write,key_6,1207.45,201,151,false,1775451954759771500,
write,key_9,1207.45,201,147,false,1775451954759771500,
write,key_4,1235.25,201,171,false,1775451954731969900,
read,key_6,1.65,200,153,false,1775451955967334400,
read,key_6,1.65,200,153,false,1775451955967334400,
write,key_1,1212.33,201,159,false,1775451954762089000,
write,key_4,1214.64,201,172,false,1775451954759771500,
write,key_6,1210.94,201,152,false,1775451954763478400,
read,key_1,0.52,200,159,true,1775451955974526900,
read,key_3,0.52,200,161,false,1775451955974526900,
write,key_4,1209.63,201,173,false,1775451954765981500,
read,key_6,0.52,200,153,false,1775451955975721900,
read,key_1,1.04,200,160,false,1775451955975721900,
read,key_9,1.39,200,148,false,1775451955976245900,
read,key_8,0.97,200,176,false,1775451955977631900,
read,key_2,0.51,200,189,false,1775451955978605500,
read,key_5,1.16,200,156,false,1775451955979111600,
read,key_9,0.51,200,148,false,1775451955980271300,
write,key_7,1214.33,201,153,false,1775451955964356600,
write,key_6,1214.33,201,153,false,1775451955964356600,
write,key_7,1211.35,201,154,false,1775451955967334400,
write,key_0,1212.89,201,168,false,1775451955965792200,
write,key_9,1209.70,201,148,false,1775451955968982900,
read,key_7,1.05,200,155,false,1775451957178795900,
read,key_0,1.05,200,170,false,1775451957178795900,
write,key_2,1213.20,201,188,false,1775451955968982900,
write,key_8,1209.65,201,176,false,1775451955975044300,
write,key_1,1210.17,201,160,false,1775451955974526900,
write,key_2,1210.65,201,189,false,1775451955976762600,
write,key_7,1207.48,201,155,false,1775451955980778900,
write,key_1,1214.52,201,161,false,1775451957178795900,
write,key_8,1208.51,201,177,false,1775451957184810200,
write,key_6,1211.02,201,154,false,1775451957182293100,
write,key_7,1213.47,201,156,false,1775451957179847100,
write,key_7,1213.98,201,157,false,1775451957179847100,
write,key_0,1215.03,201,170,false,1775451957178795900,
read,key_8,1.65,200,177,true,1775451958393427300,
read,key_3,1.65,200,161,false,1775451958393427300,
write,key_0,1216.16,201,169,false,1775451957178795900,
write,key_2,1210.86,201,190,false,1775451957184810200,
read,key_4,2.38,200,176,true,1775451958393941300,
read,key_7,1.25,200,157,true,1775451958395072800,
read,key_4,1.25,200,176,true,1775451958395072800,
write,key_4,1208.68,201,174,false,1775451957187529200,
write,key_5,1207.84,201,157,false,1775451957188370100,
read,key_4,1.04,200,177,false,1775451958396320200,
read,key_9,1.04,200,149,false,1775451958396320200,
read,key_2,1.56,200,190,false,1775451958396320200,
read,key_0,0.52,200,171,false,1775451958397885200,
read,key_3,1.38,200,162,false,1775451958398407000,
write,key_4,1215.38,201,175,false,1775451958393427300,
write,key_4,1215.38,201,176,false,1775451958393427300,
write,key_8,1212.49,201,179,false,1775451958396320200,
write,key_9,1212.49,201,149,false,1775451958396320200,
write,key_3,1213.74,201,162,false,1775451958395072800,
write,key_4,1213.03,201,177,false,1775451958395778500,
write,key_0,1211.45,201,171,false,1775451958397363500,
write,key_8,1214.87,201,178,false,1775451958393941300,
read,key_0,1.12,200,171,false,1775451959608923600,
write,key_4,1213.14,201,178,false,1775451958397363500,
read,key_1,1.69,200,161,true,1775451959608923600,
read,key_2,1.64,200,190,true,1775451959610614900,
read,key_6,4.34,200,154,false,1775451959608923600,
write,key_9,1214.89,201,150,false,1775451958399784300,
write,key_3,1212.71,201,164,false,1775451959608923600,
write,key_9,1212.71,201,151,false,1775451959608923600,
write,key_3,1212.71,201,163,false,1775451959608923600,
read,key_2,0.93,200,192,false,1775451960821745100,
write,key_1,1213.64,201,162,false,1775451959608923600,
write,key_2,1207.77,201,192,false,1775451959614791300,
write,key_5,1209.29,201,159,false,1775451959613267500,
write,key_2,1212.52,201,191,false,1775451959610045000,
write,key_5,1213.64,201,158,false,1775451959608923600,
read,key_0,1.43,200,172,false,1775451960821745100,
write,key_0,1213.05,201,172,false,1775451959610614900,
read,key_3,2.03,200,164,false,1775451960821745100,
read,key_6,1.10,200,155,false,1775451960822672800,
read,key_9,2.17,200,151,false,1775451960822672800,
read,key_2,2.17,200,192,false,1775451960822672800,
read,key_7,1.06,200,158,false,1775451960823772300,
write,key_7,1212.47,201,158,false,1775451959612256800,
read,key_9,1.06,200,151,false,1775451960823772300,
read,key_9,0.78,200,151,false,1775451960824838000,
read,key_5,0.78,200,160,false,1775451960824838000,
read,key_8,0.93,200,180,true,1775451960825617200,
read,key_7,0.52,200,158,false,1775451960826548200,
read,key_3,1.64,200,164,false,1775451960827064000,
read,key_5,15.42,200,160,false,1775451960823772300,
read,key_7,1.03,200,158,false,1775451960839189900,
read,key_9,0.79,200,151,false,1775451960840218500,
write,key_4,1213.80,201,179,false,1775451960823179700,
write,key_8,1214.31,201,180,false,1775451960822672800,
write,key_6,1214.31,201,155,false,1775451960822672800,
write,key_5,1214.31,201,160,false,1775451960822672800,
read,key_6,1.96,200,156,false,1775451962037094300,
read,key_8,1.96,200,181,false,1775451962037094300,
read,key_6,0.51,200,156,false,1775451962039058200,
write,key_6,1219.70,201,156,false,1775451960828706900,
write,key_1,1223.57,201,163,false,1775451960824838000,
write,key_0,1223.57,201,173,false,1775451960824838000,
write,key_8,1223.57,201,181,false,1775451960824838000,
write,key_2,1222.79,201,193,false,1775451960825617200,
read,key_6,1.04,200,156,false,1775451962048519800,
read,key_9,1.04,200,151,false,1775451962048519800,
write,key_2,1209.52,201,194,false,1775451960841008600,
read,key_7,2.40,200,158,false,1775451962049565600,
read,key_9,0.51,200,151,false,1775451962051967500,
read,key_4,1.21,200,180,false,1775451962052475000,
read,key_3,0.51,200,164,false,1775451962053688100,
read,key_4,1.36,200,180,false,1775451962054195300,
write,key_0,1211.59,201,174,false,1775451962037094300,
write,key_2,1211.59,201,195,false,1775451962037094300,
write,key_0,1210.14,201,175,false,1775451962039058200,
write,key_8,1209.63,201,182,false,1775451962039565600,
read,key_9,1.42,200,151,false,1775451963249305600,
write,key_6,1208.65,201,157,false,1775451962050634900,
write,key_2,1210.76,201,196,false,1775451962048519800,
write,key_0,1210.76,201,176,false,1775451962048519800,
write,key_5,1210.76,201,161,false,1775451962048519800,
read,key_5,1.03,200,162,false,1775451963259394200,
read,key_6,1.03,200,158,false,1775451963259394200,
read,key_4,1.03,200,180,true,1775451963259394200,
write,key_4,1213.53,201,180,false,1775451962049565600,
write,key_5,1208.71,201,162,false,1775451962055552100,
write,key_8,1214.67,201,183,false,1775451963248798400,
write,key_6,1214.16,201,158,false,1775451963249305600,
write,key_1,1214.67,201,164,false,1775451963248798400,
write,key_8,1212.74,201,184,false,1775451963250726900,
read,key_3,1.04,200,167,true,1775451964463576800,
write,key_9,1210.46,201,152,false,1775451963259394200,
write,key_4,1209.42,201,181,false,1775451963260428100,
write,key_3,1211.16,201,166,false,1775451963263207500,
