type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
write,key_5,1231.53,201,212,false,1775452015950361400,
write,key_7,1231.53,201,203,false,1775452015950361400,
write,key_7,1231.53,201,204,false,1775452015950361400,
write,key_2,1231.53,201,235,false,1775452015950361400,
write,key_3,1231.53,201,202,false,1775452015950361400,
write,key_4,1231.53,201,230,false,1775452015950361400,
write,key_0,1231.53,201,225,false,1775452015950361400,
write,key_6,1231.53,201,200,false,1775452015950361400,
write,key_1,1233.13,201,207,false,1775452015950361400,
write,key_0,1233.13,201,226,false,1775452015950361400,
read,key_7,5.82,200,204,true,1775452017182007800,
write,key_2,1214.47,201,236,false,1775452017182007800,
write,key_5,1214.47,201,213,false,1775452017182007800,
write,key_0,1214.47,201,228,false,1775452017182007800,
write,key_6,1214.47,201,201,false,1775452017182007800,
write,key_0,1214.47,201,227,false,1775452017182007800,
write,key_4,1214.47,201,231,false,1775452017182007800,
write,key_7,1212.87,201,205,false,1775452017183605300,
write,key_8,1214.47,201,216,false,1775452017182007800,
write,key_9,1217.42,201,199,false,1775452017183605300,
write,key_2,1213.20,201,237,false,1775452017187823300,
write,key_1,1215.86,201,208,false,1775452018396587400,
write,key_6,1215.86,201,202,false,1775452018396587400,
write,key_9,1211.31,201,201,false,1775452018401139800,
write,key_2,1216.36,201,239,false,1775452018397094600,
write,key_2,1216.87,201,238,false,1775452018396587400,
write,key_9,1216.87,201,200,false,1775452018396587400,
write,key_4,1217.37,201,232,false,1775452018396587400,
write,key_8,1217.68,201,217,false,1775452018396587400,
write,key_3,1213.13,201,203,false,1775452018401139800,
write,key_7,1217.17,201,206,false,1775452018397094600,
read,key_3,2.33,200,203,false,1775452019612556900,
read,key_7,12.33,200,206,false,1775452019614378100,
write,key_2,1216.30,201,240,false,1775452019613567500,
write,key_0,1216.30,201,229,false,1775452019613567500,
write,key_0,1215.49,201,230,false,1775452019614378100,
write,key_2,1216.30,201,241,false,1775452019613567500,
write,key_4,1218.32,201,233,false,1775452019612556900,
write,key_5,1216.50,201,214,false,1775452019614073200,
write,key_9,1218.32,201,202,false,1775452019612556900,
write,key_5,1218.27,201,215,false,1775452019614884900,
write,key_2,1218.77,201,242,false,1775452019614378100,
write,key_7,1215.69,201,207,false,1775452019626705500,
write,key_1,1216.57,201,209,false,1775452020829980600,
write,key_8,1213.29,201,218,false,1775452020833262200,
write,key_3,1216.57,201,204,false,1775452020829980600,
write,key_3,1215.56,201,205,false,1775452020830989900,
write,key_4,1216.07,201,234,false,1775452020830989900,
write,key_0,1217.08,201,231,false,1775452020829980600,
write,key_1,1216.07,201,210,false,1775452020830989900,
write,key_0,1213.80,201,232,false,1775452020833262200,
write,key_7,1217.08,201,208,false,1775452020829980600,
write,key_4,1214.48,201,235,false,1775452020842509200,
read,key_1,37.67,200,210,false,1775452022046664200,
write,key_5,1218.37,201,216,false,1775452022046664200,
write,key_4,1218.92,201,236,false,1775452022046664200,
write,key_9,1218.92,201,203,false,1775452022046664200,
write,key_6,1227.59,201,203,false,1775452022047173000,
write,key_9,1244.13,201,205,false,1775452022047173000,
write,key_3,1244.13,201,206,false,1775452022047173000,
write,key_7,1234.20,201,209,false,1775452022057102700,
write,key_9,1244.13,201,204,false,1775452022047173000,
write,key_9,1250.13,201,206,false,1775452022047173000,
write,key_8,1212.97,201,219,false,1775452022084337600,
write,key_4,1215.76,201,237,false,1775452023265695500,
write,key_7,1215.76,201,210,false,1775452023265695500,
write,key_0,1216.31,201,233,false,1775452023265150500,
write,key_5,1216.15,201,217,false,1775452023274878500,
write,key_4,1216.54,201,238,false,1775452023291419000,
write,key_1,1216.54,201,211,false,1775452023291419000,
write,key_0,1216.54,201,234,false,1775452023291419000,
write,key_4,1216.54,201,239,false,1775452023291419000,
write,key_2,1212.96,201,243,false,1775452023297419000,
write,key_3,1212.96,201,207,false,1775452023297419000,
read,key_6,2.52,200,203,false,1775452024510494100,
write,key_0,1211.23,201,236,false,1775452024481571500,
write,key_0,1211.23,201,237,false,1775452024481571500,
write,key_0,1211.23,201,235,false,1775452024481571500,
read,key_6,2.54,200,203,false,1775452025692916600,
write,key_7,1214.18,201,211,false,1775452024491138200,
write,key_0,1217.85,201,238,false,1775452024508066000,
