type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
read,key_7,18.12,200,293,false,1775452126780002800,
read,key_3,18.67,200,282,false,1775452126779458800,
read,key_8,19.22,200,305,false,1775452126779458800,
read,key_9,19.77,200,287,false,1775452126779458800,
read,key_1,20.84,200,295,false,1775452126779458800,
read,key_1,2.17,200,295,false,1775452126798128100,
read,key_3,21.44,200,282,false,1775452126779458800,
read,key_2,21.44,200,330,false,1775452126779458800,
read,key_2,1.14,200,330,false,1775452126800304000,
read,key_4,1.14,200,329,false,1775452126800304000,
read,key_5,2.75,200,302,false,1775452126799236400,
read,key_4,1.59,200,329,false,1775452126801439800,
read,key_7,23.02,200,293,false,1775452126780002800,
read,key_2,2.13,200,330,false,1775452126800900100,
read,key_3,1.13,200,282,false,1775452126803028900,
read,key_8,24.70,200,305,false,1775452126779458800,
read,key_5,25.72,200,302,false,1775452126779458800,
read,key_9,1.61,200,287,false,1775452126804161200,
read,key_6,1.61,200,283,false,1775452126804161200,
read,key_2,8.78,200,330,false,1775452126798128100,
read,key_7,1.14,200,293,false,1775452126805771500,
read,key_0,1.73,200,311,false,1775452126805177400,
read,key_7,1.08,200,293,false,1775452126806911900,
read,key_0,1.08,200,311,false,1775452126806911900,
read,key_3,1.08,200,282,false,1775452126806911900,
read,key_2,10.40,200,330,false,1775452126798683500,
read,key_4,1.09,200,329,false,1775452126807991000,
read,key_0,1.09,200,311,false,1775452126807991000,
read,key_0,1.09,200,311,false,1775452126807991000,
read,key_0,8.71,200,311,false,1775452126800900100,
read,key_3,1.07,200,282,false,1775452126809084300,
read,key_9,1.07,200,287,false,1775452126809084300,
read,key_1,1.07,200,295,false,1775452126809084300,
read,key_9,1.69,200,287,false,1775452126809084300,
read,key_3,1.16,200,282,false,1775452126809616000,
read,key_3,9.34,200,282,false,1775452126801439800,
read,key_4,1.23,200,329,false,1775452126810155800,
read,key_6,9.39,200,283,false,1775452126801992400,
read,key_1,1.76,200,295,false,1775452126810155800,
read,key_2,1.14,200,330,false,1775452126810776500,
read,key_2,1.76,200,330,false,1775452126810155800,
read,key_7,1.14,200,293,false,1775452126810776500,
read,key_8,1.66,200,305,false,1775452126810776500,
read,key_3,0.52,200,282,false,1775452126811918300,
read,key_8,1.72,200,305,false,1775452126811382500,
read,key_0,1.72,200,311,false,1775452126811382500,
read,key_5,1.19,200,302,false,1775452126811918300,
read,key_5,10.08,200,302,false,1775452126803028900,
read,key_9,1.20,200,287,false,1775452126812436700,
read,key_5,1.73,200,302,false,1775452126812436700,
read,key_1,1.06,200,295,false,1775452126813106500,
read,key_8,1.06,200,305,false,1775452126813106500,
read,key_3,11.66,200,282,false,1775452126803028900,
read,key_1,1.65,200,295,false,1775452126813633200,
read,key_3,1.11,200,282,false,1775452126814168500,
read,key_0,2.17,200,311,false,1775452126813106500,
read,key_8,1.64,200,305,false,1775452126814168500,
read,key_7,1.64,200,293,false,1775452126814168500,
read,key_4,1.64,200,329,false,1775452126814688200,
read,key_5,1.57,200,302,false,1775452126815279800,
read,key_9,3.75,200,287,false,1775452126813106500,
read,key_0,2.16,200,311,false,1775452126815279800,
read,key_0,12.29,200,311,false,1775452126805771500,
read,key_5,6.15,200,302,false,1775452126811918300,
read,key_9,2.26,200,287,false,1775452126815805300,
read,key_4,2.26,200,329,false,1775452126815805300,
read,key_9,2.26,200,287,false,1775452126816331100,
read,key_6,2.35,200,283,false,1775452126816854100,
read,key_6,7.29,200,283,false,1775452126811918300,
read,key_8,2.33,200,305,false,1775452126817439300,
read,key_6,1.70,200,283,false,1775452126818067600,
read,key_3,1.17,200,282,false,1775452126818593300,
read,key_2,1.70,200,330,false,1775452126818067600,
read,key_2,2.91,200,330,false,1775452126816854100,
read,key_9,1.70,200,287,false,1775452126818067600,
read,key_1,5.00,200,295,false,1775452126815279800,
read,key_1,1.07,200,295,false,1775452126819210000,
read,key_7,1.05,200,293,false,1775452126819765700,
read,key_4,1.05,200,329,false,1775452126819765700,
read,key_9,1.05,200,287,false,1775452126819765700,
read,key_3,1.60,200,282,false,1775452126819210000,
read,key_1,1.05,200,295,false,1775452126819765700,
read,key_8,1.06,200,305,false,1775452126820285300,
read,key_8,0.54,200,305,false,1775452126820813000,
read,key_0,0.54,200,311,false,1775452126820813000,
read,key_1,1.58,200,295,false,1775452126819765700,
read,key_7,1.06,200,293,false,1775452126820285300,
read,key_3,0.54,200,282,false,1775452126820813000,
read,key_9,0.54,200,287,false,1775452126820813000,
read,key_9,1.45,200,287,false,1775452126821350400,
read,key_1,1.45,200,295,false,1775452126821350400,
read,key_5,2.03,200,302,false,1775452126821350400,
read,key_5,2.03,200,302,false,1775452126821350400,
read,key_6,2.03,200,283,false,1775452126821350400,
read,key_8,1.67,200,305,false,1775452126822800400,
read,key_7,1.09,200,293,false,1775452126823381900,
read,key_4,3.12,200,329,false,1775452126821350400,
read,key_4,1.64,200,329,false,1775452126823381900,
read,key_0,5.25,200,311,false,1775452126819765700,
read,key_9,1.07,200,287,false,1775452126824472400,
read,key_4,1.07,200,329,false,1775452126824472400,
read,key_8,1.07,200,305,false,1775452126824472400,
read,key_9,8.62,200,287,false,1775452126818067600,
read,key_2,1.67,200,330,false,1775452126825021000,
read,key_7,1.15,200,293,false,1775452126825543400,
read,key_1,1.67,200,295,false,1775452126825543400,
read,key_2,2.19,200,330,false,1775452126825021000,
read,key_0,1.67,200,311,false,1775452126825543400,
read,key_3,0.00,200,282,false,1775452126827212700,
read,key_3,1.37,200,282,false,1775452126826691200,
read,key_5,1.41,200,302,false,1775452126827212700,
read,key_6,1.93,200,283,false,1775452126826691200,
read,key_6,7.27,200,283,false,1775452126821350400,
read,key_7,1.41,200,293,false,1775452126827212700,
read,key_0,1.96,200,311,false,1775452126827212700,
read,key_7,6.42,200,293,false,1775452126823381900,
read,key_7,1.74,200,293,false,1775452126828058100,
read,key_4,1.18,200,329,false,1775452126828622000,
read,key_7,10.50,200,293,false,1775452126820813000,
read,key_7,2.70,200,293,false,1775452126828622000,
read,key_5,3.81,200,302,false,1775452126828622000,
read,key_5,2.63,200,302,false,1775452126829802200,
read,key_1,3.81,200,295,false,1775452126828622000,
read,key_9,2.63,200,287,false,1775452126829802200,
read,key_5,1.11,200,302,false,1775452126831318500,
read,key_0,10.71,200,311,false,1775452126822800400,
read,key_2,2.19,200,330,false,1775452126831318500,
read,key_8,1.08,200,305,false,1775452126832431300,
read,key_3,1.62,200,282,false,1775452126832431300,
read,key_1,1.06,200,295,false,1775452126833511400,
read,key_0,1.06,200,311,false,1775452126833511400,
read,key_1,2.68,200,295,false,1775452126832431300,
read,key_7,1.64,200,293,false,1775452126834572200,
read,key_3,1.64,200,282,false,1775452126834572200,
read,key_5,9.52,200,302,false,1775452126826691200,
read,key_0,0.54,200,311,false,1775452126836213100,
read,key_6,0.54,200,283,false,1775452126836213100,
read,key_8,8.14,200,305,false,1775452126829173400,
read,key_4,1.10,200,329,false,1775452126836213100,
read,key_5,1.08,200,302,false,1775452126836749000,
read,key_8,8.58,200,305,false,1775452126829802200,
read,key_6,1.07,200,283,false,1775452126837313000,
read,key_1,0.60,200,295,false,1775452126838379300,
read,key_0,5.47,200,311,false,1775452126834055900,
read,key_7,1.09,200,293,false,1775452126838980600,
read,key_5,1.10,200,302,false,1775452126839525700,
read,key_8,3.88,200,305,false,1775452126836749000,
read,key_0,1.08,200,311,false,1775452126840069600,
read,key_1,9.26,200,295,false,1775452126832431300,
read,key_9,1.07,200,287,false,1775452126840627100,
read,key_1,1.07,200,295,false,1775452126841149200,
read,key_6,1.07,200,283,false,1775452126841696500,
read,key_5,1.59,200,302,false,1775452126841696500,
read,key_6,2.15,200,283,false,1775452126842223400,
read,key_1,1.08,200,295,false,1775452126843285500,
read,key_4,1.60,200,329,false,1775452126842766100,
read,key_7,12.47,200,293,false,1775452126832431300,
read,key_6,11.39,200,283,false,1775452126833511400,
read,key_3,1.07,200,282,false,1775452126844368700,
read,key_5,1.07,200,302,false,1775452126844368700,
read,key_9,1.07,200,287,false,1775452126844368700,
read,key_3,1.06,200,282,false,1775452126844906600,
read,key_1,1.06,200,295,false,1775452126844906600,
read,key_3,1.19,200,282,false,1775452126845443900,
read,key_3,1.19,200,282,false,1775452126845443900,
read,key_3,12.04,200,282,false,1775452126835111600,
read,key_7,1.18,200,293,false,1775452126845966300,
read,key_1,1.04,200,295,false,1775452126846629800,
read,key_8,1.04,200,305,false,1775452126846629800,
read,key_2,1.70,200,330,false,1775452126845966300,
read,key_7,1.05,200,293,false,1775452126847149200,
read,key_6,1.06,200,283,false,1775452126847667900,
read,key_6,1.58,200,283,false,1775452126847149200,
read,key_5,1.06,200,302,false,1775452126847667900,
read,key_3,1.60,200,282,false,1775452126847667900,
read,key_2,1.07,200,330,false,1775452126848204000,
read,key_2,1.09,200,330,false,1775452126848730800,
read,key_3,1.09,200,282,false,1775452126848730800,
read,key_1,1.07,200,295,false,1775452126849272500,
read,key_5,1.07,200,302,false,1775452126849272500,
read,key_9,1.08,200,287,false,1775452126849819500,
read,key_7,1.08,200,293,false,1775452126849819500,
read,key_9,13.58,200,287,false,1775452126837834800,
read,key_6,14.63,200,283,false,1775452126837313000,
read,key_0,1.05,200,311,false,1775452126850897600,
read,key_8,1.60,200,305,false,1775452126850340700,
read,key_9,1.05,200,287,false,1775452126850897600,
read,key_7,1.65,200,293,false,1775452126851946700,
read,key_7,15.22,200,293,false,1775452126838379300,
read,key_5,1.65,200,302,false,1775452126851946700,
read,key_3,1.65,200,282,false,1775452126851946700,
read,key_2,13.57,200,330,false,1775452126840627100,
read,key_6,1.14,200,283,false,1775452126853600800,
read,key_6,1.14,200,283,false,1775452126853600800,
read,key_9,1.66,200,287,false,1775452126853600800,
read,key_8,1.60,200,305,false,1775452126854203400,
read,key_8,10.36,200,305,false,1775452126845443900,
read,key_1,1.59,200,295,false,1775452126854741000,
read,key_4,1.07,200,330,false,1775452126855262700,3.85
read,key_8,1.07,200,305,false,1775452126855804600,
read,key_5,4.32,200,302,false,1775452126853600800,
read,key_8,9.19,200,305,false,1775452126848730800,
read,key_3,1.59,200,282,false,1775452126856870800,
read,key_5,2.66,200,302,false,1775452126855804600,
read,key_0,1.07,200,311,false,1775452126857917000,
read,key_6,1.07,200,283,false,1775452126857917000,
read,key_3,1.05,200,282,false,1775452126858463800,
read,key_3,1.05,200,282,false,1775452126858463800,
read,key_3,9.18,200,282,false,1775452126850340700,
read,key_2,1.07,200,330,false,1775452126858989900,
read,key_4,1.07,200,330,false,1775452126858989900,7.57
read,key_9,1.29,200,287,false,1775452126859518300,
read,key_5,8.86,200,302,false,1775452126851946700,
read,key_2,1.29,200,330,false,1775452126859518300,
read,key_5,6.06,200,302,false,1775452126854741000,
read,key_2,0.75,200,330,false,1775452126860059300,
read,key_1,1.80,200,295,false,1775452126860059300,
read,key_4,2.34,200,330,false,1775452126859518300,8.10
read,key_6,1.05,200,283,false,1775452126860805900,
read,key_4,1.05,200,330,false,1775452126860805900,9.39
read,key_4,1.05,200,330,false,1775452126860805900,9.39
read,key_8,2.11,200,305,false,1775452126860805900,
read,key_0,1.62,200,311,false,1775452126861860300,
read,key_0,7.15,200,311,false,1775452126856329200,
read,key_8,2.01,200,305,false,1775452126861860300,
read,key_8,2.68,200,305,false,1775452126861860300,
read,key_6,2.68,200,283,false,1775452126861860300,
read,key_9,1.63,200,287,false,1775452126862912400,
read,key_0,3.74,200,311,false,1775452126860805900,
read,key_6,1.06,200,283,false,1775452126863484300,
read,key_0,1.06,200,311,false,1775452126863484300,
read,key_7,2.19,200,294,false,1775452126863869900,
read,key_0,2.19,200,311,false,1775452126864543700,
read,key_1,2.19,200,295,false,1775452126864543700,
read,key_1,2.19,200,295,false,1775452126864543700,
read,key_8,2.19,200,305,false,1775452126864543700,
read,key_9,2.19,200,287,false,1775452126864543700,
read,key_6,2.77,200,283,false,1775452126864543700,
read,key_7,1.25,200,294,false,1775452126866061800,
read,key_6,5.45,200,283,false,1775452126861860300,
read,key_7,1.64,200,294,false,1775452126866731900,
read,key_6,1.64,200,283,false,1775452126866731900,
read,key_4,1.64,200,330,false,1775452126866731900,15.31
read,key_2,1.59,200,330,false,1775452126867311600,
read,key_0,1.59,200,311,false,1775452126867311600,
read,key_4,2.19,200,330,false,1775452126867311600,15.89
read,key_1,1.55,200,295,false,1775452126868901700,
read,key_8,2.08,200,305,false,1775452126868374500,
read,key_7,1.55,200,294,false,1775452126868901700,
read,key_6,2.08,200,283,false,1775452126868374500,
read,key_0,2.08,200,311,false,1775452126868374500,
read,key_7,4.23,200,294,false,1775452126866731900,
read,key_3,1.05,200,282,false,1775452126870451900,
read,key_5,1.05,200,302,false,1775452126870451900,
read,key_2,1.05,200,330,false,1775452126870451900,
read,key_1,2.00,200,295,false,1775452126869506200,
read,key_9,1.05,200,287,false,1775452126870451900,
read,key_1,1.45,200,295,false,1775452126871501600,
read,key_9,1.98,200,287,false,1775452126871501600,
read,key_2,2.52,200,330,false,1775452126870958800,
read,key_2,2.54,200,330,false,1775452126871501600,
read,key_8,1.09,200,305,false,1775452126872951100,
read,key_6,7.31,200,283,false,1775452126866731900,
read,key_8,0.56,200,305,false,1775452126873478700,
read,key_0,1.10,200,311,false,1775452126872951100,
read,key_4,1.09,200,330,false,1775452126874038600,22.62
read,key_0,1.61,200,311,false,1775452126874038600,
read,key_3,1.61,200,282,false,1775452126874038600,
read,key_9,2.13,200,287,false,1775452126874038600,
read,key_0,6.49,200,311,false,1775452126870451900,
read,key_0,1.81,200,311,false,1775452126875126500,
read,key_7,2.90,200,294,false,1775452126874579800,
read,key_4,1.83,200,330,false,1775452126875647500,24.23
read,key_5,1.83,200,302,false,1775452126876171800,
read,key_6,6.50,200,283,false,1775452126871501600,
read,key_8,4.53,200,305,false,1775452126873478700,
read,key_3,0.53,200,282,false,1775452126877479800,
read,key_4,1.06,200,330,false,1775452126876940400,25.52
read,key_7,1.06,200,294,false,1775452126876940400,
read,key_4,1.51,200,330,false,1775452126878004800,26.59
read,key_7,2.04,200,294,false,1775452126877479800,
read,key_5,1.51,200,302,false,1775452126878004800,
read,key_1,2.03,200,295,false,1775452126878004800,
read,key_8,1.05,200,305,false,1775452126879516500,
read,key_5,1.05,200,302,false,1775452126879516500,
read,key_2,1.05,200,330,false,1775452126879516500,
read,key_9,5.45,200,287,false,1775452126875647500,
read,key_9,1.05,200,287,false,1775452126880571600,
read,key_1,3.62,200,295,false,1775452126878004800,
