type,key,latency_ms,status_code,version,stale,timestamp_unix_ns,rw_interval_ms
read,key_5,21.52,200,60,false,1775451828264478000,
read,key_3,22.06,200,55,false,1775451828264478000,
read,key_0,23.66,200,56,false,1775451828264478000,
write,key_8,1230.01,201,76,false,1775451828264478000,
write,key_7,1230.53,201,59,false,1775451828264478000,
write,key_6,1230.53,201,60,false,1775451828264478000,
write,key_7,1230.01,201,60,false,1775451828264478000,
write,key_9,1230.01,201,55,false,1775451828264993800,
write,key_4,1234.12,201,56,false,1775451828264478000,
write,key_7,1234.12,201,61,false,1775451828264478000,
write,key_2,1212.60,201,71,false,1775451828285998500,
write,key_8,1214.83,201,77,false,1775451828286536400,
write,key_5,1213.22,201,61,false,1775451828288140100,
write,key_1,1208.19,201,67,false,1775451829501474500,
write,key_5,1214.55,201,62,false,1775451829495119100,
write,key_5,1214.55,201,64,false,1775451829495119100,
write,key_3,1208.19,201,57,false,1775451829501474500,
write,key_6,1210.96,201,61,false,1775451829498707100,
write,key_2,1214.55,201,72,false,1775451829495119100,
write,key_3,1210.96,201,56,false,1775451829498707100,
write,key_4,1214.55,201,57,false,1775451829495119100,
read,key_7,1.71,200,61,true,1775451830709777800,
write,key_5,1217.26,201,63,false,1775451829495119100,
write,key_6,1213.67,201,62,false,1775451829498707100,
read,key_4,6.31,200,58,false,1775451830712485600,
write,key_2,1214.34,201,74,false,1775451830709777800,
write,key_3,1214.34,201,58,false,1775451830709777800,
write,key_5,1214.34,201,65,false,1775451830709777800,
write,key_2,1211.63,201,75,false,1775451830712485600,
write,key_4,1214.34,201,58,false,1775451830709777800,
write,key_0,1214.34,201,57,false,1775451830709777800,
write,key_2,1214.34,201,73,false,1775451830709777800,
write,key_8,1212.63,201,78,false,1775451830711484200,
write,key_0,1217.11,201,59,false,1775451830710475600,
write,key_0,1208.78,201,58,false,1775451830718800400,
write,key_1,1210.92,201,68,false,1775451831924225100,
write,key_0,1210.92,201,60,false,1775451831924225100,
write,key_4,1210.92,201,59,false,1775451831924225100,
write,key_9,1210.92,201,56,false,1775451831924225100,
write,key_8,1207.46,201,79,false,1775451831927693200,
write,key_2,1210.92,201,76,false,1775451831924225100,
write,key_5,1207.46,201,66,false,1775451831927693200,
write,key_3,1210.92,201,59,false,1775451831924225100,
write,key_7,1210.92,201,62,false,1775451831924225100,
write,key_2,1215.69,201,77,false,1775451831924225100,
write,key_1,1215.36,201,69,false,1775451833135260500,
write,key_5,1215.36,201,67,false,1775451833135260500,
write,key_2,1215.36,201,78,false,1775451833135260500,
write,key_3,1215.36,201,64,false,1775451833135260500,
